mode,route_id,o_zone_id,d_zone_id,unique_route_id,prob,node_ids,link_ids,distance_mile,total_distance_km,total_free_flow_travel_time,total_travel_time,route_key,volume
1,1,10,23,2,0.0083645,10;15;19;20;22;23,28;45;59;63;70,22,35.398,22,47.5843,109_265,15.0561
1,2,10,23,3,0.325425,10;15;14;23,28;44;42,15,24.135,15,37.4164,62_114,585.765
1,5,10,23,4,0.46411,10;15;22;23,28;46;70,13,20.917,13,34.0298,70_144,835.398
1,0,10,24,1,0.592078,10;15;22;21;24,28;46;69;66,14,22.526,14,37.884,92_209,473.662
1,4,10,24,4,0.023008,10;11;12;13;24,27;33;37;39,18,28.962,18,46.4881,70_136,18.4064
1,1,10,24,2,0.0083645,10;15;19;20;22;23;24,28;45;59;63;70;73,24,38.616,24,51.5129,133_338,6.6916
1,8,10,24,6,0.0380236,10;15;14;23;24,28;44;42;73,17,27.353,17,41.345,86_187,30.4189
1,3,10,24,3,0.113704,10;11;14;23;24,27;34;42;73,15,24.135,15,38.3167,82_176,90.9633
1,5,10,24,5,0.224822,10;15;22;23;24,28;46;70;73,15,24.135,15,37.9585,94_217,179.858
1,0,11,1,1,0.96807,11;4;3;1,31;8;5,14,22.526,14,16.3747,19_44,484.035
1,2,11,1,2,0.0319301,11;12;3;1,33;35;5,14,22.526,14,22.3081,27_73,15.9651
1,0,11,2,1,0.0184019,11;4;5;6;2,31;9;12;14,17,27.353,17,25.6982,28_66,3.68038
1,1,11,2,2,0.949668,11;4;3;1;2,31;8;5;1,20,32.18,20,22.3759,21_45,189.934
1,2,11,2,3,0.0319301,11;12;3;1;2,33;35;5;1,20,32.18,20,28.3093,29_74,6.38602
1,0,11,3,1,0.96807,11;4;3,31;8,10,16.09,10,12.3641,18_39,290.421
1,2,11,3,2,0.0319301,11;12;3,33;35,10,16.09,10,18.2974,26_68,9.57903
1,0,11,4,1,1,11;4,31,6,9.654,6,8.02247,15_31,1500
1,0,11,5,1,1,11;4;5,31;9,8,12.872,8,10.3901,20_40,500
1,0,11,6,1,1,11;4;5;6,31;9;12,12,19.308,12,19.2019,26_52,400
1,0,11,7,1,0.863954,11;10;16;18;7,32;29;50;54,14,22.526,14,38.5585,62_165,431.977
1,1,11,7,2,0.0596951,11;4;5;9;8;7,31;9;13;24;20,26,41.834,26,42.6108,44_97,29.8475
1,2,11,7,3,0.0639562,11;4;5;6;8;7,31;9;12;16;20,17,27.353,17,39.2401,41_88,31.9781
1,5,11,7,4,0.0123949,11;10;9;8;7,32;26;24;20,21,33.789,21,39.7674,45_102,6.19744
1,0,11,8,1,0.0184019,11;10;16;8,32;29;47,14,22.526,14,42.4555,45_108,14.7215
1,1,11,8,2,0.0596951,11;4;5;9;8,31;9;13;24,23,37.007,23,36.8587,37_77,47.7561
1,5,11,8,4,0.714743,11;10;9;8,32;26;24,18,28.962,18,34.0153,38_82,571.794
1,2,11,8,3,0.20716,11;4;5;6;8,31;9;12;16,14,22.526,14,33.4881,34_68,165.728
1,0,11,9,1,0.940305,11;10;9,32;26,8,12.872,8,18.0854,30_58,1316.43
1,1,11,9,2,0.0596951,11;4;5;9,31;9;13,13,20.917,13,20.9288,29_53,83.5731
1,0,11,10,1,1,11;10,32,5,8.045,5,12.1852,21_32,3900
1,0,11,12,1,0.971005,11;12,33,6,9.654,6,14.2664,23_33,1359.41
1,1,11,12,2,0.0289952,11;4;3;12,31;8;7,14,22.526,14,16.3929,30_46,40.5933
1,0,11,13,1,0.971005,11;12;13,33;37,9,14.481,9,17.3006,36_70,971.005
1,1,11,13,2,0.0289952,11;4;3;12;13,31;8;7;37,17,27.353,17,19.4271,43_83,28.9952
1,0,11,14,1,0.976188,11;14,34,4,6.436,4,13.0375,25_34,1561.9
1,1,11,14,2,0.0238116,11;10;15;14,32;28;44,16,25.744,16,40.2973,50_104,38.0985
1,0,11,15,1,0.341841,11;14;15,34;41,9,14.481,9,25.0447,40_75,478.578
1,1,11,15,2,0.658159,11;10;15,32;28,11,17.699,11,25.9995,36_60,921.422
1,0,11,16,1,0.910752,11;10;16,32;29,9,14.481,9,33.2575,37_61,1275.05
1,17,11,16,6,0.0513306,11;10;17;16,32;30;52,15,24.135,15,38.3919,54_114,71.8628
1,1,11,16,2,0.0083645,11;4;5;9;8;7;18;16,31;9;13;24;20;18;55,31,49.879,31,47.8742,78_170,11.7103
1,5,11,16,5,0.0123949,11;10;9;8;16,32;26;24;22,23,37.007,23,44.6718,54_104,17.3528
1,3,11,16,4,0.00823581,11;4;5;6;8;16,31;9;12;16;22,19,30.571,19,44.1445,50_90,11.5301
1,2,11,16,3,0.00892213,11;4;5;6;8;7;18;16,31;9;12;16;20;18;55,22,35.398,22,44.5035,75_161,12.491
1,0,11,17,1,0.0184019,11;10;16;17,32;29;49,11,17.699,11,41.6712,54_110,18.4019
1,1,11,17,2,0.981598,11;10;17,32;30,13,20.917,13,30.0283,38_62,981.598
1,0,11,18,1,0.910752,11;10;16;18,32;29;50,12,19.308,12,36.4918,55_111,91.0752
1,1,11,18,2,0.0083645,11;4;5;9;8;7;18,31;9;13;24;20;18,28,45.052,28,44.6685,62_115,0.83645
1,2,11,18,3,0.00892213,11;4;5;6;8;7;18,31;9;12;16;20;18,19,30.571,19,41.2978,59_106,0.892213
1,5,11,18,5,0.0123949,11;10;9;8;7;18,32;26;24;20;18,23,37.007,23,41.8251,63_120,1.23949
1,3,11,18,4,0.00823581,11;14;23;22;20;18,34;42;72;68;60,21,33.789,21,46.8578,108_276,0.823581
1,17,11,18,6,0.0513306,11;14;15;19;20;18,34;41;45;59;60,20,32.18,20,43.2953,97_239,5.13306
1,0,11,19,1,0.341841,11;14;15;19,34;41;45,12,19.308,12,29.2235,59_120,136.737
1,1,11,19,2,0.658159,11;10;15;19,32;28;45,14,22.526,14,30.1783,55_105,263.263
1,0,11,20,1,0.333606,11;14;15;19;20,34;41;45;59,16,25.744,16,39.0031,79_179,200.163
1,1,11,20,2,0.112402,11;10;15;19;20,32;28;45;59,18,28.962,18,39.958,75_164,67.4413
1,3,11,20,4,0.0206307,11;14;23;22;20,34;42;72;68,17,27.353,17,42.5656,90_216,12.3784
1,2,11,20,3,0.00892213,11;10;15;22;21;20,32;28;46;69;64,22,35.398,22,47.621,99_239,5.35328
1,4,11,20,5,0.52444,11;10;16;18;20,32;29;50;56,16,25.744,16,40.7884,75_167,314.664
1,0,11,21,1,0.492831,11;14;23;24;21,34;42;73;75,13,20.917,13,36.9536,93_224,197.132
1,1,11,21,2,0.0083645,11;10;15;19;20;21,32;28;45;59;62,24,38.616,24,48.7882,96_226,3.3458
1,2,11,21,3,0.417181,11;10;15;22;21,32;28;46;69,16,25.744,16,39.0611,79_175,166.873
1,5,11,21,5,0.0586154,11;14;23;22;21,34;42;72;69,14,22.526,14,38.8771,91_217,23.4461
1,4,11,21,4,0.023008,11;12;13;24;21,33;37;39;75,16,25.744,16,45.125,81_184,9.20319
1,0,11,22,1,0.197314,11;14;15;22,34;41;46,12,19.308,12,33.6124,62_121,217.045
1,1,11,22,2,0.0083645,11;10;15;19;20;22,32;28;45;59;63,23,37.007,23,48.1217,97_227,9.20095
1,3,11,22,4,0.203143,11;14;23;22,34;42;72,12,19.308,12,34.3832,70_148,223.457
1,2,11,22,3,0.591179,11;10;15;22,32;28;46,14,22.526,14,34.5672,58_106,650.297
1,7,11,23,3,0.0154471,11;10;15;22;23,32;28;46;70,18,28.962,18,46.215,81_176,20.0812
1,0,11,23,1,0.976188,11;14;23,34;42,8,12.872,8,22.3418,48_76,1269.04
1,1,11,23,2,0.0083645,11;4;3;12;13;24;23,31;8;7;37;39;76,23,37.007,23,40.4426,90_198,10.8738
1,0,11,24,1,0.906235,11;14;23;24,34;42;73,10,16.09,10,26.2705,72_149,543.741
1,1,11,24,2,0.0083645,11;4;3;12;13;24,31;8;7;37;39,21,33.789,21,36.5684,67_122,5.0187
1,2,11,24,3,0.0854008,11;12;13;24,33;37;39,13,20.917,13,34.4419,60_109,51.2405
1,0,12,1,1,1,12;3;1,35;5,8,12.872,8,8.0417,16_40,200
1,0,12,2,1,1,12;3;1;2,35;5;1,14,22.526,14,14.0429,18_41,100
1,0,12,3,1,1,12;3,35,4,6.436,4,4.03102,15_35,200
1,0,12,4,1,1,12;3;4,35;6,8,12.872,8,8.37511,19_41,600
1,0,12,5,1,1,12;3;4;5,35;6;9,10,16.09,10,10.7427,24_50,200
1,1,12,6,2,0.394066,12;3;1;2;6,35;5;1;4,19,30.571,19,20.721,24_45,78.8132
1,0,12,6,1,0.605934,12;3;4;5;6,35;6;9;12,14,22.526,14,19.5545,30_62,121.187
1,0,12,7,1,0.535939,12;3;4;5;6;8;7,35;6;9;12;16;20,19,30.571,19,39.5928,45_98,375.158
1,1,12,7,2,0.178602,12;3;4;5;9;8;7,35;6;9;13;24;20,28,45.052,28,42.9634,48_107,125.021
1,6,12,7,4,0.0699946,12;13;24;21;20;18;7,37;39;75;64;60;54,22,35.398,22,45.7773,115_329,48.9962
1,2,12,7,3,0.215464,12;3;1;2;6;8;7,35;5;1;4;16;20,24,38.616,24,40.7592,39_81,150.825
1,0,12,8,1,0.605934,12;3;4;5;6;8,35;6;9;12;16,16,25.744,16,33.8407,38_78,363.56
1,1,12,8,2,0.178602,12;3;4;5;9;8,35;6;9;13;24,25,40.225,25,37.2114,41_87,107.161
1,2,12,8,3,0.215464,12;3;1;2;6;8,35;5;1;4;16,21,33.789,21,35.0071,32_61,129.278
1,0,12,9,1,0.0184019,12;11;10;9,36;32;26,14,22.526,14,31.8323,42_94,11.0411
1,1,12,9,2,0.981598,12;3;4;5;9,35;6;9;13,15,24.135,15,21.2814,33_63,588.959
1,0,12,10,1,0.712851,12;11;10,36;32,11,17.699,11,25.9321,33_68,1425.7
1,1,12,10,2,0.287149,12;3;4;5;9;10,35;6;9;13;25,18,28.962,18,27.2446,43_88,574.297
1,0,12,11,1,0.976188,12;11,36,6,9.654,6,13.7469,23_36,1366.66
1,1,12,11,2,0.0238116,12;3;4;11,35;6;10,14,22.526,14,16.1948,30_51,33.3362
1,0,12,13,1,1,12;13,37,3,4.827,3,3.03414,25_37,1300
1,0,12,14,1,0.929243,12;11;14,36;34,10,16.09,10,26.7844,37_70,650.47
1,1,12,14,2,0.0707573,12;13;24;23;14,37;39;76;71,13,20.917,13,32.9256,86_223,49.5301
1,0,12,15,1,0.25688,12;11;14;15,36;34;41,15,24.135,15,38.7916,52_111,179.816
1,1,12,15,2,0.235818,12;3;4;5;9;10;15,35;6;9;13;25;28,24,38.616,24,41.0589,58_116,165.073
1,2,12,15,3,0.507302,12;11;10;15,36;32;28,17,27.353,17,39.7464,48_96,355.111
1,1,12,16,2,0.0083645,12;3;4;5;9;8;7;18;16,35;6;9;13;24;20;18;55,33,53.097,33,48.2268,82_180,5.85515
1,0,12,16,1,0.350862,12;11;10;16,36;32;29,15,24.135,15,47.0044,49_97,245.603
1,7,12,16,7,0.124017,12;3;4;5;9;8;16,35;6;9;13;24;22,30,48.27,30,47.8678,57_109,86.8119
1,2,12,16,3,0.00892213,12;3;1;2;6;8;7;18;16,35;5;1;4;16;20;18;55,29,46.661,29,46.0225,73_154,6.24549
1,4,12,16,5,0.023008,12;3;4;5;9;10;16,35;6;9;13;25;29,22,35.398,22,48.3169,59_117,16.1056
1,6,12,16,6,0.124132,12;13;24;21;20;18;16,37;39;75;64;60;55,23,37.007,23,46.9163,124_330,86.8926
1,3,12,16,4,0.0586543,12;3;1;2;6;8;16,35;5;1;4;16;22,26,41.834,26,45.6636,48_83,41.058
1,9,12,16,8,0.0467982,12;3;4;5;6;8;7;18;16,35;6;9;12;16;20;18;55,24,38.616,24,44.8561,79_171,32.7588
1,11,12,16,9,0.255242,12;3;4;5;6;8;16,35;6;9;12;16;22,21,33.789,21,44.4971,54_100,178.669
1,0,12,17,1,0.0184019,12;11;10;16;17,36;32;29;49,17,27.353,17,55.4181,66_146,11.0411
1,1,12,17,2,0.287149,12;3;4;5;9;10;17,35;6;9;13;25;30,26,41.834,26,45.0877,60_118,172.289
1,2,12,17,3,0.694449,12;11;10;17,36;32;30,19,30.571,19,43.7753,50_98,416.67
1,0,12,18,1,0.0184019,12;11;10;16;18,36;32;29;50,18,28.962,18,50.2388,67_147,3.68038
1,1,12,18,2,0.121363,12;3;4;5;9;8;7;18,35;6;9;13;24;20;18,30,48.27,30,45.0212,66_125,24.2725
1,2,12,18,3,0.153091,12;3;1;2;6;8;7;18,35;5;1;4;16;20;18,26,41.834,26,42.8169,57_99,30.6181
1,3,12,18,4,0.00823581,12;3;1;2;6;8;16;18,35;5;1;4;16;22;50,29,46.661,29,48.8979,66_133,1.64716
1,4,12,18,5,0.325048,12;3;4;5;6;8;7;18,35;6;9;12;16;20;18,21,33.789,21,41.6505,63_116,65.0096
1,6,12,18,6,0.373861,12;13;24;21;20;18,37;39;75;64;60,20,32.18,20,43.7107,108_275,74.7722
1,0,12,19,1,0.25688,12;11;14;15;19,36;34;41;45,18,28.962,18,42.9704,71_156,77.0641
1,1,12,19,2,0.235818,12;3;4;5;9;10;15;19,35;6;9;13;25;28;45,27,43.443,27,45.2377,77_161,70.7454
1,2,12,19,3,0.507302,12;11;10;15;19,36;32;28;45,20,32.18,20,43.9252,67_141,152.19
1,0,12,20,1,0.955558,12;13;24;21;20,37;39;75;64,16,25.744,16,39.4185,90_215,382.223
1,1,12,20,2,0.0362064,12;13;24;23;22;20,37;39;76;72;68,18,28.962,18,44.2734,114_292,14.4826
1,3,12,20,3,0.00823581,12;3;1;2;6;8;16;18;20,35;5;1;4;16;22;50;56,33,53.097,33,53.1944,86_189,3.29432
1,0,12,21,1,0.991636,12;13;24;21,37;39;75,10,16.09,10,30.8586,70_151,297.491
1,1,12,21,2,0.0083645,12;13;24;23;22;20;21,37;39;76;72;68;62,24,38.616,24,53.1036,135_354,2.50935
1,0,12,22,1,0.619521,12;13;24;21;22,37;39;75;65,12,19.308,12,35.4247,92_216,433.665
1,1,12,22,2,0.380479,12;13;24;23;22,37;39;76;72,13,20.917,13,36.0911,94_224,266.335
1,0,12,23,1,1,12;13;24;23,37;39;76,9,14.481,9,24.0497,72_152,700
1,0,12,24,1,1,12;13;24,37;39,7,11.263,7,20.1755,49_76,500
1,0,13,1,1,1,13;12;3;1,38;35;5,11,17.699,11,11.0775,29_78,500
1,0,13,2,1,1,13;12;3;1;2,38;35;5;1,17,27.353,17,17.0787,31_79,300
1,0,13,3,1,1,13;12;3,38;35,7,11.263,7,7.0668,28_73,100
1,0,13,4,1,1,13;12;3;4,38;35;6,11,17.699,11,11.4109,32_79,600
1,0,13,5,1,1,13;12;3;4;5,38;35;6;9,13,20.917,13,13.7785,37_88,200
1,0,13,6,1,0.605934,13;12;3;4;5;6,38;35;6;9;12,17,27.353,17,22.5903,43_100,121.187
1,1,13,6,2,0.394066,13;12;3;1;2;6,38;35;5;1;4,22,35.398,22,23.7568,37_83,78.8132
1,1,13,7,2,0.121363,13;12;3;4;5;9;8;7,38;35;6;9;13;24;20,31,49.879,31,45.9992,61_145,48.5451
1,0,13,7,1,0.745645,13;24;21;20;18;7,39;75;64;60;54,19,30.571,19,42.7431,103_292,298.258
1,2,13,7,3,0.0675764,13;12;3;1;2;6;8;7,38;35;5;1;4;16;20,27,43.443,27,43.795,52_119,27.0306
1,14,13,7,4,0.0654164,13;12;3;4;5;6;8;7,38;35;6;9;12;16;20,22,35.398,22,42.6285,58_136,26.1666
1,0,13,8,1,0.605934,13;12;3;4;5;6;8,38;35;6;9;12;16,19,30.571,19,36.8765,51_116,363.56
1,2,13,8,3,0.215464,13;12;3;1;2;6;8,38;35;5;1;4;16,24,38.616,24,38.0429,45_99,129.278
1,1,13,8,2,0.178602,13;12;3;4;5;9;8,38;35;6;9;13;24,28,45.052,28,40.2472,54_125,107.161
1,0,13,9,1,0.0184019,13;12;11;10;9,38;36;32;26,17,27.353,17,34.8681,55_132,11.0411
1,1,13,9,2,0.981598,13;12;3;4;5;9,38;35;6;9;13,18,28.962,18,24.3172,46_101,588.959
1,0,13,10,1,0.712851,13;12;11;10,38;36;32,14,22.526,14,28.9679,46_106,1354.42
1,1,13,10,2,0.287149,13;12;3;4;5;9;10,38;35;6;9;13;25,21,33.789,21,30.2804,56_126,545.582
1,1,13,11,2,0.0238116,13;12;3;4;11,38;35;6;10,17,27.353,17,19.2306,43_89,23.8116
1,0,13,11,1,0.976188,13;12;11,38;36,9,14.481,9,16.7827,36_74,976.188
1,0,13,12,1,1,13;12,38,3,4.827,3,3.03578,25_38,1300
1,3,13,14,2,0.45626,13;12;11;14,38;36;34,13,20.917,13,29.8202,50_108,273.756
1,0,13,14,1,0.54374,13;24;23;14,39;76;71,10,16.09,10,29.8914,74_186,326.244
1,1,13,15,2,0.0468196,13;12;3;4;5;9;10;15,38;35;6;9;13;25;28,27,43.443,27,44.0947,71_154,32.7737
1,0,13,15,1,0.432769,13;24;21;22;15,39;75;65;67,12,19.308,12,41.1744,95_246,302.938
1,3,13,15,3,0.129561,13;12;11;14;15,38;36;34;41,18,28.962,18,41.8274,65_149,90.6927
1,5,13,15,4,0.209585,13;12;11;10;15,38;36;32;28,20,32.18,20,42.7822,61_134,146.709
1,10,13,15,5,0.0963049,13;24;23;22;15,39;76;72;67,13,20.917,13,41.8408,97_254,67.4134
1,18,13,15,6,0.0849609,13;24;23;14;15,39;76;71;41,15,24.135,15,41.8986,89_227,59.4727
1,14,13,16,6,0.0654164,13;12;3;4;5;6;8;16,38;35;6;9;12;16;22,24,38.616,24,47.5329,67_138,39.2498
1,3,13,16,4,0.0586543,13;12;3;1;2;6;8;16,38;35;5;1;4;16;22,29,46.661,29,48.6993,61_121,35.1926
1,0,13,16,1,0.0646224,13;12;11;10;16,38;36;32;29,18,28.962,18,50.0402,62_135,38.7734
1,1,13,16,2,0.0083645,13;24;23;22;20;18;16,39;76;72;68;60;55,22,35.398,22,48.7371,136_370,5.0187
1,2,13,16,3,0.736165,13;24;21;20;18;16,39;75;64;60;55,20,32.18,20,43.8822,112_293,441.699
1,7,13,16,5,0.0667776,13;12;3;4;5;9;8;16,38;35;6;9;13;24;22,33,53.097,33,50.9036,70_147,40.0666
1,0,13,17,1,0.0184019,13;24;21;22;15;19;17,39;75;65;67;45;58,17,27.353,17,52.3244,131_349,9.20095
1,1,13,17,2,0.287149,13;12;3;4;5;9;10;17,38;35;6;9;13;25;30,29,46.661,29,48.1235,73_156,143.574
1,2,13,17,3,0.694449,13;12;11;10;17,38;36;32;30,22,35.398,22,46.811,63_136,347.225
1,0,13,18,1,0.955558,13;24;21;20;18,39;75;64;60,17,27.353,17,40.6765,96_238,95.5558
1,1,13,18,2,0.0207594,13;24;23;22;20;18,39;76;72;68;60,19,30.571,19,45.5314,120_315,2.07594
1,3,13,18,3,0.00823581,13;12;3;1;2;6;8;16;18,38;35;5;1;4;16;22;50,32,51.488,32,51.9337,79_171,0.823581
1,7,13,18,4,0.0154471,13;12;3;4;5;9;8;7;18,38;35;6;9;13;24;20;18,33,53.097,33,48.0569,79_163,1.54471
1,1,13,19,2,0.0468196,13;12;3;4;5;9;10;15;19,38;35;6;9;13;25;28;45,30,48.27,30,48.2735,90_199,14.0459
1,0,13,19,1,0.375529,13;24;21;22;15;19,39;75;65;67;45,15,24.135,15,45.3532,114_291,112.659
1,3,13,19,3,0.129561,13;12;11;14;15;19,38;36;34;41;45,21,33.789,21,46.0062,84_194,38.8683
1,5,13,19,4,0.209585,13;12;11;10;15;19,38;36;32;28;45,23,37.007,23,46.961,80_179,62.8755
1,18,13,19,7,0.0849609,13;24;23;14;15;19,39;76;71;41;45,18,28.962,18,46.0774,108_272,25.4883
1,13,13,19,6,0.0572393,13;24;21;20;19,39;75;64;61,17,27.353,17,46.2062,97_239,17.1718
1,10,13,19,5,0.0963049,13;24;23;22;15;19,39;76;72;67;45,16,25.744,16,46.0196,116_299,28.8915
1,0,13,20,1,0.955558,13;24;21;20,39;75;64,13,20.917,13,36.3844,78_178,573.335
1,1,13,20,2,0.0444423,13;24;23;22;20,39;76;72;68,15,24.135,15,41.2393,102_255,26.6654
1,1,13,21,2,0.0083645,13;24;23;22;20;21,39;76;72;68;62,21,33.789,21,50.0695,123_317,5.0187
1,0,13,21,1,0.991636,13;24;21,39;75,7,11.263,7,27.8244,58_114,594.981
1,0,13,22,1,0.619521,13;24;21;22,39;75;65,9,14.481,9,32.3906,80_179,805.378
1,1,13,22,2,0.380479,13;24;23;22,39;76;72,10,16.09,10,33.0569,82_187,494.622
1,0,13,23,1,1,13;24;23,39;76,6,9.654,6,21.0155,60_115,800
1,0,13,24,1,1,13;24,39,4,6.436,4,17.1413,37_39,800
1,0,14,1,1,0.959705,14;11;4;3;1,40;31;8;5,18,28.962,18,31.3579,33_84,287.912
1,1,14,1,2,0.0083645,14;23;24;13;12;3;1,42;73;74;38;35;5,21,33.789,21,41.7455,90_267,2.50935
1,2,14,1,3,0.0319301,14;11;12;3;1,40;33;35;5,18,28.962,18,37.2913,41_113,9.57903
1,2,14,2,3,0.0319301,14;11;12;3;1;2,40;33;35;5;1,24,38.616,24,43.2925,43_114,3.19301
1,1,14,2,2,0.0083645,14;23;24;13;12;3;1;2,42;73;74;38;35;5;1,27,43.443,27,47.7467,92_268,0.83645
1,0,14,2,1,0.0184019,14;11;4;5;6;2,40;31;9;12;14,21,33.789,21,40.6814,42_106,1.84019
1,3,14,2,4,0.941304,14;11;4;3;1;2,40;31;8;5;1,24,38.616,24,37.3591,35_85,94.1303
1,0,14,3,1,0.959705,14;11;4;3,40;31;8,14,22.526,14,27.3472,32_79,95.9705
1,1,14,3,2,0.0083645,14;23;24;13;12;3,42;73;74;38;35,17,27.353,17,37.7348,89_262,0.83645
1,2,14,3,3,0.0319301,14;11;12;3,40;33;35,14,22.526,14,33.2806,40_108,3.19301
1,0,14,4,1,0.991636,14;11;4,40;31,10,16.09,10,23.0056,29_71,495.818
1,1,14,4,2,0.0083645,14;23;24;13;12;3;4,42;73;74;38;35;6,21,33.789,21,42.0789,93_268,4.18225
1,1,14,5,2,0.0083645,14;15;10;9;5,41;43;26;23,19,30.571,19,41.498,53_133,0.83645
1,0,14,5,1,0.991636,14;11;4;5,40;31;9,12,19.308,12,25.3732,34_80,99.1636
1,0,14,6,1,0.991636,14;11;4;5;6,40;31;9;12,16,25.744,16,34.1851,40_92,99.1636
1,1,14,6,2,0.0083645,14;23;24;13;12;3;1;2;6,42;73;74;38;35;5;1;4,32,51.488,32,54.4248,98_272,0.83645
1,0,14,7,1,0.0184019,14;15;19;17;16;18;7,41;45;58;52;50;54,17,27.353,17,36.8216,106_300,3.68038
1,4,14,7,4,0.700155,14;15;19;20;18;7,41;45;59;60;54,18,28.962,18,32.3244,93_259,140.031
1,1,14,7,2,0.272521,14;23;22;20;18;7,42;72;68;60;54,19,30.571,19,35.8869,104_296,54.5042
1,2,14,7,3,0.00892213,14;23;24;21;20;18;7,42;73;75;64;60;54,21,33.789,21,38.8348,127_368,1.78443
1,0,14,8,1,0.0184019,14;15;19;17;16;8,41;45;58;52;47,17,27.353,17,40.7186,89_243,7.36076
1,2,14,8,3,0.00892213,14;23;24;21;20;18;7;8,42;73;75;64;60;54;17,24,38.616,24,45.1267,135_385,3.56885
1,1,14,8,2,0.236443,14;23;22;20;18;7;8,42;72;68;60;54;17,22,35.398,22,42.1788,112_313,94.5772
1,3,14,8,4,0.00823581,14;23;22;20;18;16;8,42;72;68;60;55;47,25,40.225,25,46.2238,121_344,3.29432
1,4,14,8,5,0.700155,14;15;19;20;18;7;8,41;45;59;60;54;17,21,33.789,21,38.6164,101_276,280.062
1,5,14,8,6,0.027842,14;11;10;9;8,40;32;26;24,22,35.398,22,48.9985,52_122,11.1368
1,0,14,9,1,0.540464,14;11;10;9,40;32;26,12,19.308,12,33.0685,44_98,324.279
1,1,14,9,2,0.459536,14;15;10;9,41;43;26,14,22.526,14,31.5886,48_110,275.721
1,0,14,10,1,0.540464,14;11;10,40;32,9,14.481,9,27.1683,35_72,1134.97
1,1,14,10,2,0.459536,14;15;10,41;43,11,17.699,11,25.6884,39_84,965.025
1,0,14,11,1,0.991636,14;11,40,4,6.436,4,14.9832,25_40,1586.62
1,1,14,11,2,0.0083645,14;23;24;13;12;3;4;11,42;73;74;38;35;6;10,27,43.443,27,49.8986,104_278,13.3832
1,0,14,12,1,0.971005,14;11;12,40;33,10,16.09,10,29.2496,37_73,679.703
1,1,14,12,2,0.0166003,14;23;24;13;12,42;73;74;38,13,20.917,13,33.7038,86_227,11.6202
1,5,14,12,3,0.0123949,14;11;4;3;12,40;31;8;7,18,28.962,18,31.3761,44_86,8.67641
1,0,14,13,1,0.62206,14;23;24;13,42;73;74,10,16.09,10,30.668,74_189,373.236
1,2,14,13,2,0.365546,14;11;12;13,40;33;37,13,20.917,13,32.2837,50_110,219.327
1,5,14,13,3,0.0123949,14;11;4;3;12;13,40;31;8;7;37,21,33.789,21,34.4102,57_123,7.43692
1,0,14,15,1,1,14;15,41,5,8.045,5,12.0072,29_41,1300
1,1,14,16,2,0.0821318,14;23;22;20;18;16,42;72;68;60;55,20,32.18,20,37.0259,113_297,57.4923
1,0,14,16,1,0.630047,14;15;19;17;16,41;45;58;52,12,19.308,12,31.5207,81_196,441.033
1,2,14,16,3,0.00892213,14;23;24;21;20;18;16,42;73;75;64;60;55,22,35.398,22,39.9738,136_369,6.24549
1,4,14,16,4,0.278899,14;15;19;20;18;16,41;45;59;60;55,19,30.571,19,33.4634,102_260,195.23
1,0,14,17,1,0.982713,14;15;19;17,41;45;58,10,16.09,10,23.1571,65_144,687.899
1,1,14,17,2,0.0172866,14;15;10;17,41;43;30,19,30.571,19,43.5316,56_114,12.1006
1,0,14,18,1,0.0184019,14;15;19;17;16;18,41;45;58;52;50,15,24.135,15,34.755,99_246,1.84019
1,1,14,18,2,0.272521,14;23;22;20;18,42;72;68;60,17,27.353,17,33.8203,97_242,27.2521
1,2,14,18,3,0.00892213,14;23;24;21;20;18,42;73;75;64;60,19,30.571,19,36.7682,120_314,0.892213
1,4,14,18,4,0.700155,14;15;19;20;18,41;45;59;60,16,25.744,16,30.2578,86_205,70.0155
1,0,14,19,1,0.991636,14;15;19,41;45,8,12.872,8,16.186,48_86,297.491
1,1,14,19,2,0.0083645,14;23;22;20;19,42;72;68;61,17,27.353,17,39.35,98_243,2.50935
1,0,14,20,1,0.718557,14;15;19;20,41;45;59,12,19.308,12,25.9656,68_145,359.279
1,1,14,20,2,0.272521,14;23;22;20,42;72;68,13,20.917,13,29.5281,79_182,136.26
1,2,14,20,3,0.00892213,14;23;24;21;20,42;73;75;64,15,24.135,15,32.476,102_254,4.46106
1,0,14,21,1,0.802072,14;23;24;21,42;73;75,9,14.481,9,23.9161,82_190,320.829
1,1,14,21,2,0.0083645,14;23;22;20;21,42;72;68;62,19,30.571,19,38.3583,100_244,3.3458
1,5,14,21,3,0.189563,14;23;22;21,42;72;69,10,16.09,10,25.8396,80_183,75.8253
1,0,14,22,1,0.333282,14;15;22,41;46,8,12.872,8,20.5749,51_87,399.938
1,1,14,22,2,0.666718,14;23;22,42;72,8,12.872,8,21.3457,59_114,800.062
1,0,14,23,1,1,14;23,42,4,6.436,4,9.30434,37_42,1100
1,0,14,24,1,1,14;23;24,42;73,6,9.654,6,13.233,61_115,400
1,0,15,1,1,0.0462438,15;14;11;4;3;1,44;40;31;8;5,23,37.007,23,45.6556,48_128,23.1219
1,2,15,1,3,0.00892213,15;10;11;12;3;1,43;27;33;35;5,25,40.225,25,48.0356,52_143,4.46106
1,1,15,1,2,0.898036,15;10;9;5;4;3;1,43;26;23;11;8;5,24,38.616,24,40.2041,47_116,449.018
